item_id,item_name,quantity_on_hand,quantity_fulfilled,last_picked,location,pick_time_seconds,turnover_rate,fulfillment_rate
ITEM0000,Product_0,112,147,2025-03-07 13:21:57.123162,Zone-B2,6.29,1.3008849557522124,0.0003202216718185323
ITEM0001,Product_1,445,164,2025-03-24 13:21:57.123162,Zone-C5,8.17,0.36771300448430494,0.00035725411005604966
ITEM0002,Product_2,358,15,2025-03-09 13:21:57.123162,Zone-D4,10.36,0.04178272980501393,3.2675680797809425e-05
ITEM0003,Product_3,280,142,2025-03-26 13:21:57.123162,Zone-C3,12.56,0.505338078291815,0.00030932977821926253
ITEM0004,Product_4,116,82,2025-03-07 13:21:57.123162,Zone-D3,9.31,0.7008547008547008,0.00017862705502802483
ITEM0005,Product_5,81,81,2025-03-28 13:21:57.123162,Zone-A1,5.46,0.9878048780487805,0.00017644867630817087
ITEM0006,Product_6,198,258,2025-03-25 13:21:57.123162,Zone-B3,11.94,1.2964824120603016,0.000562021709722322
ITEM0007,Product_7,30,262,2025-03-09 13:21:57.123162,Zone-C1,7.96,8.451612903225806,0.0005707352246017379
ITEM0008,Product_8,112,295,2025-03-24 13:21:57.123162,Zone-A3,6.32,2.6106194690265485,0.0006426217223569187
ITEM0009,Product_9,131,267,2025-03-30 13:21:57.123162,Zone-C5,5.84,2.022727272727273,0.0005816271182010077
ITEM0010,Product_10,476,89,2025-03-05 13:21:57.123162,Zone-C5,9.67,0.18658280922431866,0.00019387570606700256
ITEM0011,Product_11,224,150,2025-03-05 13:21:57.123162,Zone-C4,8.48,0.6666666666666666,0.00032675680797809425
ITEM0012,Product_12,340,46,2025-04-01 13:21:57.123162,Zone-C3,8.69,0.1348973607038123,0.00010020542111328223
ITEM0013,Product_13,468,129,2025-03-22 13:21:57.123162,Zone-C1,10.57,0.27505330490405117,0.000281010854861161
ITEM0014,Product_14,97,171,2025-03-12 13:21:57.123162,Zone-A2,6.4,1.7448979591836735,0.0003725027610950274
ITEM0015,Product_15,382,245,2025-03-24 13:21:57.123162,Zone-C3,10.73,0.639686684073107,0.0005337027863642205
ITEM0016,Product_16,109,284,2025-03-16 13:21:57.123162,Zone-C1,6.96,2.581818181818182,0.0006186595564385251
ITEM0017,Product_17,369,192,2025-03-13 13:21:57.123162,Zone-C1,12.33,0.518918918918919,0.0004182487142119606
ITEM0018,Product_18,161,23,2025-03-09 13:21:57.123162,Zone-A5,9.2,0.1419753086419753,5.0102710556641116e-05
ITEM0019,Product_19,140,72,2025-03-10 13:21:57.123162,Zone-D1,6.16,0.5106382978723404,0.00015684326782948522
ITEM0020,Product_20,159,222,2025-03-21 13:21:57.123162,Zone-A1,3.95,1.3875,0.00048360007580757944
ITEM0021,Product_21,318,106,2025-03-08 13:21:57.123162,Zone-A3,9.62,0.3322884012539185,0.00023090814430451993
ITEM0022,Product_22,267,46,2025-03-08 13:21:57.123162,Zone-B4,7.25,0.17164179104477612,0.00010020542111328223
ITEM0023,Product_23,353,292,2025-03-27 13:21:57.123162,Zone-B1,7.69,0.8248587570621468,0.0006360865861973567
ITEM0024,Product_24,423,171,2025-03-11 13:21:57.123162,Zone-C2,9.53,0.4033018867924528,0.0003725027610950274
ITEM0025,Product_25,303,113,2025-03-25 13:21:57.123162,Zone-A5,10.02,0.3717105263157895,0.00024615679534349764
ITEM0026,Product_26,395,40,2025-03-29 13:21:57.123162,Zone-B5,10.45,0.10101010101010101,8.713514879415846e-05
ITEM0027,Product_27,201,236,2025-03-09 13:21:57.123162,Zone-B2,5.65,1.1683168316831682,0.000514097377885535
ITEM0028,Product_28,453,233,2025-03-07 13:21:57.123162,Zone-B4,10.85,0.513215859030837,0.000507562241725973
ITEM0029,Product_29,286,168,2025-03-06 13:21:57.123162,Zone-B4,6.84,0.5853658536585366,0.00036596762493546555
ITEM0030,Product_30,170,77,2025-03-22 13:21:57.123162,Zone-A4,3.49,0.4502923976608187,0.00016773516142875504
ITEM0031,Product_31,469,140,2025-04-01 13:21:57.123162,Zone-A5,5.64,0.2978723404255319,0.0003049730207795546
ITEM0032,Product_32,323,74,2025-03-29 13:21:57.123162,Zone-D3,8.44,0.22839506172839505,0.00016120002526919314
ITEM0033,Product_33,31,200,2025-03-12 13:21:57.123162,Zone-C2,6.04,6.25,0.0004356757439707923
ITEM0034,Product_34,262,273,2025-03-25 13:21:57.123162,Zone-C2,7.82,1.038022813688213,0.0005946973905201315
ITEM0035,Product_35,245,53,2025-03-17 13:21:57.123162,Zone-B4,8.68,0.21544715447154472,0.00011545407215225997
ITEM0036,Product_36,354,134,2025-03-17 13:21:57.123162,Zone-C3,7.64,0.37746478873239436,0.00029190274846043086
ITEM0037,Product_37,58,9,2025-03-09 13:21:57.123162,Zone-C4,7.01,0.15254237288135594,1.9605408478685653e-05
ITEM0038,Product_38,484,31,2025-03-18 13:21:57.123162,Zone-D2,5.5,0.06391752577319587,6.752974031547281e-05
ITEM0039,Product_39,68,164,2025-03-11 13:21:57.123162,Zone-D5,8.04,2.3768115942028984,0.00035725411005604966
ITEM0040,Product_40,179,153,2025-03-19 13:21:57.123162,Zone-C4,3.87,0.85,0.0003332919441376561
ITEM0041,Product_41,485,268,2025-03-28 13:21:57.123162,Zone-A4,6.63,0.551440329218107,0.0005838054969208617
ITEM0042,Product_42,197,234,2025-03-16 13:21:57.123162,Zone-C5,6.14,1.1818181818181819,0.0005097406204458269
ITEM0043,Product_43,473,204,2025-03-31 13:21:57.123162,Zone-B4,7.52,0.43037974683544306,0.00044438925885020814
ITEM0044,Product_44,280,54,2025-03-02 13:21:57.123162,Zone-C1,7.57,0.19217081850533807,0.00011763245087211392
ITEM0045,Product_45,199,71,2025-03-17 13:21:57.123162,Zone-B4,9.92,0.355,0.00015466488910963126
ITEM0046,Product_46,455,62,2025-03-11 13:21:57.123162,Zone-D5,11.17,0.13596491228070176,0.00013505948063094562
ITEM0047,Product_47,184,263,2025-03-05 13:21:57.123162,Zone-C2,5.76,1.4216216216216215,0.0005729136033215919
ITEM0048,Product_48,455,134,2025-03-12 13:21:57.123162,Zone-A5,11.99,0.29385964912280704,0.00029190274846043086
ITEM0049,Product_49,60,219,2025-03-16 13:21:57.123162,Zone-A3,6.44,3.5901639344262297,0.00047706493964801757
ITEM0050,Product_50,373,176,2025-03-20 13:21:57.123162,Zone-D5,8.35,0.47058823529411764,0.0003833946546942972
ITEM0051,Product_51,64,262,2025-03-10 13:21:57.123162,Zone-D5,9.02,4.030769230769231,0.0005707352246017379
ITEM0052,Product_52,253,106,2025-03-21 13:21:57.123162,Zone-A1,12.89,0.41732283464566927,0.00023090814430451993
ITEM0053,Product_53,329,213,2025-03-29 13:21:57.123162,Zone-D2,6.92,0.6454545454545455,0.0004639946673288938
ITEM0054,Product_54,140,295,2025-03-22 13:21:57.123162,Zone-D1,4.41,2.0921985815602837,0.0006426217223569187
ITEM0055,Product_55,494,290,2025-03-13 13:21:57.123162,Zone-A4,10.98,0.5858585858585859,0.0006317298287576488
ITEM0056,Product_56,316,120,2025-03-20 13:21:57.123162,Zone-C2,6.33,0.3785488958990536,0.0002614054463824754
ITEM0057,Product_57,144,268,2025-03-19 13:21:57.123162,Zone-A5,7.28,1.8482758620689654,0.0005838054969208617
ITEM0058,Product_58,30,154,2025-03-22 13:21:57.123162,Zone-C2,5.76,4.967741935483871,0.0003354703228575101
ITEM0059,Product_59,338,40,2025-04-01 13:21:57.123162,Zone-B3,7.28,0.11799410029498525,8.713514879415846e-05
ITEM0060,Product_60,176,291,2025-03-03 13:21:57.123162,Zone-C1,6.32,1.6440677966101696,0.0006339082074775028
ITEM0061,Product_61,283,212,2025-03-26 13:21:57.123162,Zone-D5,9.35,0.7464788732394366,0.00046181628860903986
ITEM0062,Product_62,397,110,2025-03-17 13:21:57.123162,Zone-A3,8.16,0.27638190954773867,0.00023962165918393576
ITEM0063,Product_63,98,162,2025-04-01 13:21:57.123162,Zone-B2,6.64,1.6363636363636365,0.00035289735261634174
ITEM0064,Product_64,325,125,2025-03-23 13:21:57.123162,Zone-D4,9.99,0.3834355828220859,0.0002722973399817452
ITEM0065,Product_65,23,59,2025-03-30 13:21:57.123162,Zone-B1,8.51,2.4583333333333335,0.00012852434447138374
ITEM0066,Product_66,251,16,2025-03-04 13:21:57.123162,Zone-A5,4.31,0.06349206349206349,3.485405951766338e-05
ITEM0067,Product_67,274,149,2025-03-20 13:21:57.123162,Zone-A2,9.84,0.5418181818181819,0.00032457842925824024
ITEM0068,Product_68,355,140,2025-03-22 13:21:57.123162,Zone-A3,8.37,0.39325842696629215,0.0003049730207795546
ITEM0069,Product_69,62,7,2025-03-04 13:21:57.123162,Zone-A3,10.78,0.1111111111111111,1.524865103897773e-05
ITEM0070,Product_70,395,148,2025-03-05 13:21:57.123162,Zone-C4,8.25,0.37373737373737376,0.0003224000505383863
ITEM0071,Product_71,349,34,2025-03-20 13:21:57.123162,Zone-B5,6.42,0.09714285714285714,7.40648764750347e-05
ITEM0072,Product_72,101,241,2025-03-02 13:21:57.123162,Zone-A1,7.59,2.3627450980392157,0.0005249892714848047
ITEM0073,Product_73,376,283,2025-03-06 13:21:57.123162,Zone-A1,9.61,0.7506631299734748,0.0006164811777186712
ITEM0074,Product_74,453,119,2025-04-01 13:21:57.123162,Zone-C5,6.46,0.2621145374449339,0.00025922706766262144
ITEM0075,Product_75,464,108,2025-03-16 13:21:57.123162,Zone-C5,7.12,0.23225806451612904,0.00023526490174422785
ITEM0076,Product_76,437,122,2025-03-31 13:21:57.123162,Zone-B2,7.56,0.2785388127853881,0.0002657622038221833
ITEM0077,Product_77,273,9,2025-03-03 13:21:57.123162,Zone-C2,5.7,0.032846715328467155,1.9605408478685653e-05
ITEM0078,Product_78,440,252,2025-03-10 13:21:57.123162,Zone-D5,6.49,0.5714285714285714,0.0005489514374031983
ITEM0079,Product_79,44,125,2025-03-23 13:21:57.123162,Zone-C5,8.35,2.7777777777777777,0.0002722973399817452
ITEM0080,Product_80,215,290,2025-03-09 13:21:57.123162,Zone-B4,10.4,1.3425925925925926,0.0006317298287576488
ITEM0081,Product_81,90,153,2025-04-01 13:21:57.123162,Zone-A1,8.63,1.6813186813186813,0.0003332919441376561
ITEM0082,Product_82,429,88,2025-03-03 13:21:57.123162,Zone-D2,7.91,0.20465116279069767,0.0001916973273471486
ITEM0083,Product_83,59,235,2025-03-28 13:21:57.123162,Zone-C2,6.34,3.9166666666666665,0.000511918999165681
ITEM0084,Product_84,369,292,2025-03-29 13:21:57.123162,Zone-B5,10.19,0.7891891891891892,0.0006360865861973567
ITEM0085,Product_85,397,165,2025-03-16 13:21:57.123162,Zone-B5,8.87,0.41457286432160806,0.00035943248877590367
ITEM0086,Product_86,11,276,2025-03-13 13:21:57.123162,Zone-D1,6.59,23.0,0.0006012325266796934
ITEM0087,Product_87,399,42,2025-03-14 13:21:57.123162,Zone-D1,9.8,0.105,9.149190623386639e-05
ITEM0088,Product_88,63,230,2025-03-16 13:21:57.123162,Zone-C2,9.12,3.59375,0.0005010271055664111
ITEM0089,Product_89,115,146,2025-03-05 13:21:57.123162,Zone-D4,6.37,1.2586206896551724,0.00031804329309867836
ITEM0090,Product_90,269,296,2025-03-02 13:21:57.123162,Zone-B5,7.8,1.0962962962962963,0.0006448001010767726
ITEM0091,Product_91,319,155,2025-03-06 13:21:57.123162,Zone-C4,7.01,0.484375,0.00033764870157736404
ITEM0092,Product_92,486,118,2025-03-04 13:21:57.123162,Zone-A2,13.27,0.24229979466119098,0.0002570486889427675
ITEM0093,Product_93,200,241,2025-03-10 13:21:57.123162,Zone-A4,9.06,1.199004975124378,0.0005249892714848047
ITEM0094,Product_94,411,70,2025-03-21 13:21:57.123162,Zone-B1,8.37,0.16990291262135923,0.0001524865103897773
ITEM0095,Product_95,227,262,2025-03-08 13:21:57.123162,Zone-A1,8.95,1.1491228070175439,0.0005707352246017379
ITEM0096,Product_96,53,253,2025-03-22 13:21:57.123162,Zone-C3,10.76,4.685185185185185,0.0005511298161230523
ITEM0097,Product_97,171,184,2025-03-26 13:21:57.123162,Zone-D4,7.83,1.069767441860465,0.00040082168445312893
ITEM0098,Product_98,211,194,2025-03-18 13:21:57.123162,Zone-C1,6.82,0.9150943396226415,0.0004226054716516685
ITEM0099,Product_99,455,158,2025-03-23 13:21:57.123162,Zone-B4,9.69,0.34649122807017546,0.0003441838377369259
ITEM0100,Product_100,493,200,2025-03-02 13:21:57.123162,Zone-B1,7.65,0.4048582995951417,0.0004356757439707923
ITEM0101,Product_101,279,266,2025-03-27 13:21:57.123162,Zone-C2,5.86,0.95,0.0005794487394811537
ITEM0102,Product_102,360,147,2025-03-16 13:21:57.123162,Zone-D5,5.47,0.407202216066482,0.0003202216718185323
ITEM0103,Product_103,313,105,2025-03-22 13:21:57.123162,Zone-B2,11.06,0.3343949044585987,0.00022872976558466595
ITEM0104,Product_104,280,248,2025-03-09 13:21:57.123162,Zone-D2,8.26,0.8825622775800712,0.0005402379225237825
ITEM0105,Product_105,465,16,2025-03-24 13:21:57.123162,Zone-A3,6.82,0.034334763948497854,3.485405951766338e-05
ITEM0106,Product_106,471,243,2025-03-11 13:21:57.123162,Zone-A1,7.53,0.5148305084745762,0.0005293460289245126
ITEM0107,Product_107,224,53,2025-03-19 13:21:57.123162,Zone-B4,9.61,0.23555555555555555,0.00011545407215225997
ITEM0108,Product_108,261,46,2025-03-18 13:21:57.123162,Zone-D2,7.41,0.17557251908396945,0.00010020542111328223
ITEM0109,Product_109,199,170,2025-03-08 13:21:57.123162,Zone-D5,5.1,0.85,0.00037032438237517346
ITEM0110,Product_110,305,86,2025-03-29 13:21:57.123162,Zone-C2,8.65,0.28104575163398693,0.0001873405699074407
ITEM0111,Product_111,222,295,2025-03-11 13:21:57.123162,Zone-B5,10.42,1.3228699551569507,0.0006426217223569187
ITEM0112,Product_112,217,162,2025-03-19 13:21:57.123162,Zone-A5,10.28,0.7431192660550459,0.00035289735261634174
ITEM0113,Product_113,246,220,2025-03-09 13:21:57.123162,Zone-C4,6.88,0.8906882591093117,0.00047924331836787153
ITEM0114,Product_114,347,162,2025-03-16 13:21:57.123162,Zone-C1,10.54,0.46551724137931033,0.00035289735261634174
ITEM0115,Product_115,376,138,2025-03-17 13:21:57.123162,Zone-A1,8.43,0.3660477453580902,0.0003006162633398467
ITEM0116,Product_116,62,71,2025-03-10 13:21:57.123162,Zone-D5,10.48,1.126984126984127,0.00015466488910963126
ITEM0117,Product_117,289,11,2025-03-15 13:21:57.123162,Zone-C2,9.15,0.03793103448275862,2.3962165918393576e-05
ITEM0118,Product_118,419,18,2025-03-07 13:21:57.123162,Zone-C2,4.96,0.04285714285714286,3.9210816957371306e-05
ITEM0119,Product_119,226,77,2025-03-03 13:21:57.123162,Zone-A2,11.49,0.3392070484581498,0.00016773516142875504
ITEM0120,Product_120,261,167,2025-03-17 13:21:57.123162,Zone-B5,8.1,0.6374045801526718,0.0003637892462156116
ITEM0121,Product_121,197,70,2025-04-01 13:21:57.123162,Zone-B2,9.15,0.35353535353535354,0.0001524865103897773
ITEM0122,Product_122,389,134,2025-03-19 13:21:57.123162,Zone-D1,5.31,0.3435897435897436,0.00029190274846043086
ITEM0123,Product_123,50,210,2025-03-02 13:21:57.123162,Zone-D5,9.01,4.117647058823529,0.0004574595311693319
ITEM0124,Product_124,166,280,2025-03-07 13:21:57.123162,Zone-D3,10.21,1.6766467065868262,0.0006099460415591092
ITEM0125,Product_125,24,260,2025-03-12 13:21:57.123162,Zone-A3,11.87,10.4,0.00056637846716203
ITEM0126,Product_126,310,270,2025-03-02 13:21:57.123162,Zone-D3,10.8,0.8681672025723473,0.0005881622543605696
ITEM0127,Product_127,74,29,2025-03-19 13:21:57.123162,Zone-C1,9.11,0.38666666666666666,6.317298287576488e-05
ITEM0128,Product_128,354,285,2025-03-11 13:21:57.123162,Zone-C5,4.91,0.8028169014084507,0.0006208379351583791
ITEM0129,Product_129,336,257,2025-03-25 13:21:57.123162,Zone-A2,8.26,0.7626112759643917,0.0005598433310024681
ITEM0130,Product_130,18,293,2025-03-21 13:21:57.123162,Zone-A4,6.81,15.421052631578947,0.0006382649649172107
ITEM0131,Product_131,353,168,2025-03-16 13:21:57.123162,Zone-D4,8.47,0.4745762711864407,0.00036596762493546555
ITEM0132,Product_132,138,99,2025-03-28 13:21:57.123162,Zone-B4,5.57,0.7122302158273381,0.0002156594932655422
ITEM0133,Product_133,145,274,2025-03-02 13:21:57.123162,Zone-C2,7.58,1.8767123287671232,0.0005968757692399855
ITEM0134,Product_134,481,114,2025-03-17 13:21:57.123162,Zone-A1,6.97,0.23651452282157676,0.0002483351740633516
ITEM0135,Product_135,72,242,2025-03-31 13:21:57.123162,Zone-D4,6.9,3.315068493150685,0.0005271676502046587
ITEM0136,Product_136,148,29,2025-03-24 13:21:57.123162,Zone-C3,6.92,0.19463087248322147,6.317298287576488e-05
ITEM0137,Product_137,90,145,2025-03-18 13:21:57.123162,Zone-C4,7.73,1.5934065934065933,0.0003158649143788244
ITEM0138,Product_138,401,121,2025-03-25 13:21:57.123162,Zone-A2,8.57,0.3009950248756219,0.00026358382510232936
ITEM0139,Product_139,172,29,2025-03-10 13:21:57.123162,Zone-D3,3.0,0.1676300578034682,6.317298287576488e-05
ITEM0140,Product_140,428,83,2025-03-06 13:21:57.123162,Zone-B4,3.25,0.19347319347319347,0.00018080543374787882
ITEM0141,Product_141,298,72,2025-03-28 13:21:57.123162,Zone-B3,7.32,0.2408026755852843,0.00015684326782948522
ITEM0142,Product_142,388,177,2025-03-06 13:21:57.123162,Zone-D1,7.6,0.455012853470437,0.00038557303341415117
ITEM0143,Product_143,270,16,2025-03-25 13:21:57.123162,Zone-D3,8.38,0.05904059040590406,3.485405951766338e-05
ITEM0144,Product_144,499,292,2025-03-28 13:21:57.123162,Zone-A5,6.54,0.584,0.0006360865861973567
ITEM0145,Product_145,240,132,2025-03-02 13:21:57.123162,Zone-B3,8.02,0.5477178423236515,0.0002875459910207229
ITEM0146,Product_146,50,100,2025-03-26 13:21:57.123162,Zone-D5,8.25,1.9607843137254901,0.00021783787198539616
ITEM0147,Product_147,37,96,2025-03-31 13:21:57.123162,Zone-D3,6.53,2.526315789473684,0.0002091243571059803
ITEM0148,Product_148,144,145,2025-03-24 13:21:57.123162,Zone-A4,10.03,1.0,0.0003158649143788244
ITEM0149,Product_149,210,35,2025-03-21 13:21:57.123162,Zone-C3,8.35,0.16587677725118483,7.624325519488865e-05
ITEM0150,Product_150,337,24,2025-03-21 13:21:57.123162,Zone-D1,9.09,0.07100591715976332,5.2281089276495074e-05
ITEM0151,Product_151,277,150,2025-03-10 13:21:57.123162,Zone-D3,8.14,0.539568345323741,0.00032675680797809425
ITEM0152,Product_152,427,164,2025-03-28 13:21:57.123162,Zone-B3,12.21,0.38317757009345793,0.00035725411005604966
ITEM0153,Product_153,42,47,2025-03-09 13:21:57.123162,Zone-A1,9.19,1.0930232558139534,0.00010238379983313619
ITEM0154,Product_154,57,258,2025-03-31 13:21:57.123162,Zone-C2,7.02,4.448275862068965,0.000562021709722322
ITEM0155,Product_155,416,134,2025-03-26 13:21:57.123162,Zone-A1,9.64,0.3213429256594724,0.00029190274846043086
ITEM0156,Product_156,71,64,2025-03-14 13:21:57.123162,Zone-C5,4.72,0.8888888888888888,0.00013941623807065353
ITEM0157,Product_157,225,155,2025-03-05 13:21:57.123162,Zone-C1,8.24,0.6858407079646017,0.00033764870157736404
ITEM0158,Product_158,302,291,2025-03-03 13:21:57.123162,Zone-A3,8.64,0.9603960396039604,0.0006339082074775028
ITEM0159,Product_159,108,9,2025-03-28 13:21:57.123162,Zone-C2,8.26,0.08256880733944955,1.9605408478685653e-05
ITEM0160,Product_160,181,270,2025-03-22 13:21:57.123162,Zone-C2,7.33,1.4835164835164836,0.0005881622543605696
ITEM0161,Product_161,369,134,2025-03-31 13:21:57.123162,Zone-B4,5.98,0.3621621621621622,0.00029190274846043086
ITEM0162,Product_162,223,271,2025-03-20 13:21:57.123162,Zone-B1,6.42,1.2098214285714286,0.0005903406330804235
ITEM0163,Product_163,484,182,2025-03-11 13:21:57.123162,Zone-B2,8.2,0.3752577319587629,0.000396464927013421
ITEM0164,Product_164,44,257,2025-03-08 13:21:57.123162,Zone-C5,5.77,5.711111111111111,0.0005598433310024681
ITEM0165,Product_165,458,60,2025-03-15 13:21:57.123162,Zone-A3,11.54,0.13071895424836602,0.0001307027231912377
ITEM0166,Product_166,236,87,2025-03-20 13:21:57.123162,Zone-C3,2.72,0.3670886075949367,0.00018951894862729465
ITEM0167,Product_167,110,103,2025-03-23 13:21:57.123162,Zone-B3,7.35,0.9279279279279279,0.00022437300814495803
ITEM0168,Product_168,440,153,2025-03-07 13:21:57.123162,Zone-A5,8.22,0.3469387755102041,0.0003332919441376561
ITEM0169,Product_169,471,160,2025-03-28 13:21:57.123162,Zone-B1,9.01,0.3389830508474576,0.00034854059517663383
ITEM0170,Product_170,140,194,2025-03-11 13:21:57.123162,Zone-D1,6.17,1.375886524822695,0.0004226054716516685
ITEM0171,Product_171,266,267,2025-03-11 13:21:57.123162,Zone-B1,10.27,1.0,0.0005816271182010077
ITEM0172,Product_172,14,84,2025-03-12 13:21:57.123162,Zone-B3,5.21,5.6,0.00018298381246773277
ITEM0173,Product_173,227,256,2025-03-02 13:21:57.123162,Zone-B5,6.87,1.1228070175438596,0.0005576649522826141
ITEM0174,Product_174,264,101,2025-03-29 13:21:57.123162,Zone-B2,9.24,0.38113207547169814,0.00022001625070525011
ITEM0175,Product_175,407,264,2025-03-29 13:21:57.123162,Zone-A1,10.08,0.6470588235294118,0.0005750919820414458
ITEM0176,Product_176,368,264,2025-03-16 13:21:57.123162,Zone-D2,5.19,0.7154471544715447,0.0005750919820414458
ITEM0177,Product_177,292,107,2025-03-29 13:21:57.123162,Zone-C2,13.29,0.3651877133105802,0.0002330865230243739
ITEM0178,Product_178,402,44,2025-03-11 13:21:57.123162,Zone-D4,6.21,0.10918114143920596,9.58486636735743e-05
ITEM0179,Product_179,216,277,2025-03-06 13:21:57.123162,Zone-B2,5.38,1.2764976958525345,0.0006034109053995473
ITEM0180,Product_180,24,105,2025-03-15 13:21:57.123162,Zone-D1,9.01,4.2,0.00022872976558466595
ITEM0181,Product_181,355,225,2025-03-17 13:21:57.123162,Zone-C3,7.3,0.6320224719101124,0.0004901352119671414
ITEM0182,Product_182,51,128,2025-03-20 13:21:57.123162,Zone-C2,7.01,2.4615384615384617,0.00027883247614130706
ITEM0183,Product_183,389,235,2025-03-24 13:21:57.123162,Zone-A3,9.19,0.6025641025641025,0.000511918999165681
ITEM0184,Product_184,470,182,2025-03-26 13:21:57.123162,Zone-C5,4.95,0.386411889596603,0.000396464927013421
ITEM0185,Product_185,188,67,2025-03-07 13:21:57.123162,Zone-D5,4.6,0.3544973544973545,0.00014595137423021543
ITEM0186,Product_186,72,120,2025-03-10 13:21:57.123162,Zone-A2,6.81,1.643835616438356,0.0002614054463824754
ITEM0187,Product_187,361,195,2025-03-02 13:21:57.123162,Zone-D1,10.16,0.5386740331491713,0.00042478385037152247
ITEM0188,Product_188,240,66,2025-03-14 13:21:57.123162,Zone-C2,6.89,0.27385892116182575,0.00014377299551036145
ITEM0189,Product_189,250,260,2025-03-16 13:21:57.123162,Zone-C3,11.2,1.0358565737051793,0.00056637846716203
ITEM0190,Product_190,61,11,2025-03-10 13:21:57.123162,Zone-D1,10.4,0.1774193548387097,2.3962165918393576e-05
ITEM0191,Product_191,105,159,2025-03-04 13:21:57.123162,Zone-C4,8.57,1.5,0.00034636221645677987
ITEM0192,Product_192,397,96,2025-03-02 13:21:57.123162,Zone-B3,8.68,0.24120603015075376,0.0002091243571059803
ITEM0193,Product_193,231,18,2025-03-14 13:21:57.123162,Zone-A3,8.56,0.07758620689655173,3.9210816957371306e-05
ITEM0194,Product_194,494,233,2025-03-18 13:21:57.123162,Zone-A1,8.32,0.4707070707070707,0.000507562241725973
ITEM0195,Product_195,416,90,2025-03-13 13:21:57.123162,Zone-D2,7.27,0.2158273381294964,0.00019605408478685652
ITEM0196,Product_196,240,137,2025-03-22 13:21:57.123162,Zone-A1,7.5,0.5684647302904564,0.00029843788461999274
